;X.102;X;pealkiri;url;rubriik;kuupaev;sisu;X.1;X.2;X.3;X.4;X.5;X.6;X.7;X.8;X.9;X.10;X.11;X.12;X.13;X.14;X.15;X.16;X.17;X.18;X.19;X.20;X.21;X.22;X.23;X.24;X.25;X.26;X.27;X.28;X.29;X.30;X.31;X.32;X.33;X.34;X.35;X.36;X.37;X.38;X.39;X.40;X.41;X.42;X.43;X.44;X.45;X.46;X.47;X.48;X.49;X.50;X.51;X.52;X.53;X.54;X.55;X.56;X.57;X.58;X.59;X.60;X.61;X.62;X.63;X.64;X.65;X.66;X.67;X.68;X.69;X.70;X.71;X.72;X.73;X.74;X.75;X.76;X.77;X.78;X.79;X.80;X.81;X.82;X.83;X.84;X.85;X.86;X.87;X.88;X.89;X.90;X.91;X.92;X.93;X.94;X.95;X.96;X.97;X.98;X.99;X.100;X.101
12820;12820;12819;Bideni administratsioon andis käsu TikToki keelamise peatamiseks;https://www.postimees.ee/7177278/bideni-administratsioon-andis-kasu-tiktoki-keelamise-peatamiseks;Maailm;11.02.2021, 07:40 ;USA presidendi Joe Bideni administratsioon andis föderaalkohtule käsu peatada TikToki keelustamise menetlus, et võimaldada neil Hiinale kuuluva populaarse videorakenduse väidetavat ohtu Ühendriikide riiklikule julgeolekule uuesti üle vaadata.President Donald Trumpi valitsus üritas oma ametiaja lõpusirgel kinnistada viimased neli aastat USA kaubanduspoliitika keskmes olnud kaubandussõda Pekingi vastu.Sanktsioone kehtestati ametiaja viimastel päevadel teiste seas ka riiklikule naftahiiule CNOOC ja sotsiaalmeediafirmale TikTok.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22304;22304;22302;100nägu  Krista Fischer ja Mario Kadastik: koroonamudeldajad;https://www.postimees.ee/100-nagu-2020/7109459;Trendiloojad;14.12.2020, 00:30 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42054;42054;41715;Eesti ja Läti koostavad sanktsiooninimekirja Valgevene ametnikest;https://www.postimees.ee/7044437/eesti-ja-lati-koostavad-sanktsiooninimekirja-valgevene-ametnikest;Poliitika;21.08.2020, 15:53 ;Eesti välisminister Urmas Reinsalu ja Läti ametikaaslane Edgars Rinkēvičs hakkavad tänasest välja töötama sanktsioonid vägivalla ja valimiste võltsimise eest vastutavatele Valgevene ametiisikutele.Valgevene on meie vahetuses läheduses ning seda olulisem on reageerida kiiresti ja anda selge signaal, selgitas välisminister Urmas Reinsalu. Sanktsioonidega nähakse ette viisakeeld.Konkreetse nimekirja esitavad välisministrid lähiajal enda riikide valitsustele.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42863;42863;42524;Serena Williams tegi ise elu keeruliseks ja kaotas maailma 116. reketile;https://www.postimees.ee/7040158/serena-williams-tegi-ise-elu-keeruliseks-ja-kaotas-maailma-116-reketile;Tennis;15.08.2020, 11:38 ;Endine maailma esireket Serena Williams kaotas USA-s Lexingtonis toimuval WTA tenniseturniiril üllatuslikult maailma 116. reketile Shelby Rogersile, kes võitis veerandfinaali 1:6, 6:4, 7:6 (5).Maailma edetabelis esisajast väljaspool asuvale mängijale kaotas Williams viimati 2012. aastal, kui jäi Prantsusmaa lahtiste esimeses ringis alla Virginie Razzanole.Varem maailma 50 parema naistennisisti sekka kuulunud Rogers tõuseb võiduga taas saja parema sekka. Selline võit saada on iga lapse unistus. Imelikud asjaolud, imelik situatsioon, kuid võit on võit, oli 27-aastase Rogersi kommetaar kohtumisele.Esimest korda Lexingtonis toimuval WTA turniiril oli Williamsil kõrgeim asetus. See oli tema esimene turniir pärast poole aastast pausi. Eelmises ringis suutis ta alistada õe Venuse.38-aastane Serena Williams sõnas pärast kaotust Rogersile, et tegi ise oma elu keeruliseks. Suudan mängida palju paremini. See on peamine mõttetera, mis ma siit matšist kaasa võtan. Tegin ise asja raskeks ja lasin sisse lubamatult palju vigasid.Rogersi vastaseks poolfinaalis on šveitslanna Jil Teichmanniga, kes oli 6:2, 6:4 parem ameeriklannast CiCi Bellisist.Locked in a semifinal spot @Shelby_Rogers_ defeats the No.1 seed Williams, 1-6, 6-4, 7-6(5).#TSOpen pic.twitter.com/eiMUVHlvWk— wta (@WTA) August 14, 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26566;26566;26563;Töötuid on nagu murdu, aga tööd ei anta;https://www.postimees.ee/7113243/tootuid-on-nagu-murdu-aga-tood-ei-anta;Majandus;19.11.2020, 00:01 ;Kui majandusanalüütikud usuvad, et tööpuudus lööb lähiajal uusi rekordeid, siis samal ajal kurdab osa tööandjaid, et töötajaid lihtsalt ei ole.Eestis on töötute arv kerkinud 51 000 inimeseni ning Swed­banki vanemökonomist Liis Elmik nentis, et kolmandas kvartalis kahekordistus töötuse määr kaheksa protsendini möödunud aasta sama ajaga võrreldes. See tähendab, et tööd oli 25 000 inimesel vähem kui veel aasta tagasi. Koroonaviiruse teine laine tuleb pikem ja pimedam, aga majanduslikult vähem valus, arvas Elmik. Kuigi tööpuudus talvekuudel tema prognooside kohaselt veel suureneb, avaldas ta lootust, et kui koroonapiirangud enam nii rängad ei tule nagu kevadel ja majandus käima jääb, näeme vähemalt uuel aastal taastumist.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35900;35900;35562;USA kohtunik peatas TikToki allalaadimise keelamise;https://www.postimees.ee/7072620/usa-kohtunik-peatas-tiktoki-allalaadimise-keelamise;Maailm;28.09.2020, 04:38 ;USA föderaalkohtunik Carl Nichols peatas pühapäeval videorakenduse TikToki allalaadimise keelamise määruse, vaid tunnid enne selle jõustumist, teatasid meediakanalid.Kohtunik ärgitas juba varem sel nädalal president Donald Trumpi valitsust videorakenduse TikTok allalaadimiskeeldu edasi lükkama ja vihjas, et ta võib pühapäeval jõustuma pidanud valitsuse määruse peatada.Nichols võttis sõna rutakalt korraldatud istungil, kus TikTok väitis, et isegi ajutine keeld teeks umbes saja miljoni USA kasutajaga rakendusele pöördumatut kahju.Kohtunik nõustus TikToki advokaatide palvega kaasus kiirmenetlusse võtta ja ütles, et langetab otsuse enne kui keeld pühapäeva südaööl jõustub.Nicholsi sõnul pole ta nõus valitsuse advokaatide väitega, et keeld, mis ei takista TikToki kasutamist, küll aga selle allalaadimist, säilitab status quo.TikTok on ameerika noorsoo seas metsikult populaarne, kuid valitsuse hinnangul on rakendus julgeolekuoht. Trump nõuab selle müümist mõnele USA firmale, sest vastasel juhul rakendus keelatakse.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38239;38239;37901;PÄEVAKÄPP  Noor kassipreili Marta ootab kodupakkumisi;https://www.postimees.ee/7062443/noor-kassipreili-marta-ootab-kodupakkumisi;Lemmik;14.09.2020, 20:15 ;See valge, pruunika mütsiga kassipreili on Marta. Marta on Pesaleidjas olnud paar kuud ja ootab pikisilmi kodupakkumisi.Tegu on noore kassiga, kiisu on ligi 1,5 aastane. Marta on iseloomult rahulik, teda leiab alatihti aknalaual magamas ja päikest nautimas. Inimest ta veel täielikult ei usalda, aga täitsa paanilist kartust ka enam ei ole. Marta tahaks kodukeskkonda, kus talle rahulikku harjumisaega tagatakse. Teiste kassidega saab Marta hästi läbi ja naudib nende seltskonda. Marta oleks ideaalne seltsiline, kes ei nõua palju, kuid on hea sõber. kes alati sinu jaoks olemas on.Marta on saanud kõik vajalikud vaktsiinid, rohud ning on steriliseeritud ja kiibitud. Ta on terve noor kassike, kes väga tahab oma koju! Temaga tuleb kaasa ka ProPlan kinkekott, et sisseelamist sujuvamaks teha. Kui Marta sulle hinge puges, siis võta Pesaleidjaga ühendust - loe läbi loomavõtmise tingimused ja täida loomasoovija ankeet.Saad Martat ja teisi kasse vaadata ka Pesaleidja suures kassitoas tehtavast veebiülekandest.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8551;8551;8550;Koroonabeebid on viirusest pääsenud, haiglaravi vajavad lastest üksikud;https://www.postimees.ee/7196529/koroonabeebid-on-viirusest-paasenud-haiglaravi-vajavad-lastest-uksikud;Eesti;8.03.2021, 16:59 ;Kui koroonaviirusega nakatunud sünnitajaid jagub mitmele poole Eesti haiglatesse, siis ükski Covid-19 diagnoosiga vastsündinu ei ole seni maailma tervitanud.Alates pandeemia algusest on näiteks Tartu Ülikooli kliinikumis sünnitanud neli Covid-19 positiivse diagnoosiga ema. Nii Ida-Viru keskhaigla, Pärnu haigla kui ka Rakvere haigla sünnitusosakonda on selliseid sünnitajaid sattunud kolm.Rakvere haigla juhataja Ain Suurkaev lausus, et sarnaselt teiste haiglatega on koroonapositiivsete sünnitajate jaoks nende majas sisse seatud omaette sünnitustuba, samuti muud tarvilikud ruumid ja palatid.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18518;18518;18516;Kohalik vaade  Läti keelas omavalitsuste ajalehed;https://www.postimees.ee/7151258/lati-keelas-omavalitsuste-ajalehed;Välismaa;9.01.2021, 00:01 ;Kuigi pandeemia on niigi raskustes Läti trükimeediale muresid juurde tekitanud, tõi 2021. aasta endaga kaasa kauaoodatud muutuse.Kohalikel omavalitsustel on nüüdsest keelatud maksumaksja raha eest välja anda ajalehti ja ajakirju. Kohalike meediaväljaannete juhid ja töötajad tervitasid muudatust, kuid mõned kardavad, et see võis tulla liiga hilja.Möödunud aastal lahendas Läti seim viimaks kaks meediaga seotud probleemi, mis on aastaid küll päevakorral olnud, kuid millega polnud enne 2020. aastat hakkama saadud. Esimene neist muudatustest puudutab avalik-õiguslikku meediat, mis lahkus sellest aastast reklaamiturult ning mida rahastatakse edaspidi vaid riigieelarvest ja teistest avalikest allikatest.Teine möödunud aastal osaliselt lahendatud küsimus oli seotud kohalike omavalitsuste ajalehtedega. Viimase 30 aasta jooksul on paljud omavalitsused välja andnud oma päeva- või nädalalehti, mis teenisid võimul olevate poliitikute avaliku kuvandi parandamise eesmärki.Aga nagu Läti ajakirjanike liit ja mitmed meediaeksperdid aastate jooksul märkinud on, sarnanesid need meediaväljaannetega vaid välimuse poolest. Sisu tootsid tavaliselt kohalike omavalitsuste avalike suhete osakondade töötajad ja lehed olid vähekriitilised kõigil neil teemadel, mis olid seotud omavalitsuse ja sealsete poliitikutega.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64501;64501;64159;Aet Rebane: karantiini ajal tulebki lapsevanemal ära teha mitme inimese töö;https://www.postimees.ee/6937246/aet-rebane-karantiini-ajal-tulebki-lapsevanemal-ara-teha-mitme-inimese-too;Arvamus;31.03.2020, 08:44 ;Tunnen, kuidas elu on nagu see laste toolimäng. Kuus last ja viis tooli. Keegi jääb alati kohast ilma.Peaks pesu kuivama viima. Taimed kasvama panema. No kui tööpäev läbi, ehk saan selle ette võtta. Aga kõigepealt peaks vaatama, et laps tänase posu koduseid töid ära teeks. Õigupoolest oli mul helesinine unistus, et karantiin tähendab muu hulgas rahulikumat kulgemist. Ehk saan isegi kogu pesu ära pesta! Õues riisuda, raamatut lugeda, mõnda head sarja vaadata ... Hah!Mind üllatab iga kord, kui näen, et sotsiaalmeedias räägivad inimesed igavuse peletamisest. Igavus? Ma ei mäleta, millal seda viimati üldse tundsin, ja praeguses olukorras on hea, kui päeva sisse mahub kõik hädapärane. Karantiin on hea viis endasse vaadata ja lastega suhelda. Jah. Ma olen mitu korda olnud sunnitud enda sisse vaatama. Teada saanud enamasti seda, mis mulle ei eriti meeldi.Hakka õppima, palun! hüüan kuuekümne seitsmendat korda tööarvuti tagant.Varsti! kostab sealt taas.Kuulsin poes sellist reklaami, mis kutsus üles vähem ostma. Hästi. Ostke vähem. Aga varuge toitu, et harvem poes käia. Mida ma siis ...?412  2Esimestel päevadel hoidsin rangemat joont sellega, et laps hakkaks koduseid töid tegema kohe hommikul. See ei olnud väga hea mõte.Emme, tule appi! kostis täpselt siis, kui olin just uuesti suutnud töisesse teksti süveneda. Ehk umbes iga 15 minuti järel.Kuni nad kordasid koolis juba õpitut, polnudki väga keeruline. Aga kui pidin talle hakkama selgitama, kuidas saab kilogramme ja gramme liita – see on ju ometi nii lihtne, kuidas sa aru ei saa?! –, hakkas kahju lapsest, endast, kõigist teistest samas olukorras olevatest inimestest. Ja õpetajatest. Nemad on ju pidevalt selles olukorras, et üks ei kuule, teine ei kuula, kolmas näpib telefoni ...Aga vähemasti õpetajad teavad, mida nad teevad. Kool on teine keskkond ja vahest ei hiilita ülesande tegemise ajal salaja Deanabanana videoid Youtube’ist vaatama.Ka õpetajatele on see olukord samamoodi uus. Ühed lapsevanemad kurdavad koormuse üle, teised, et on liiga palju ülesannete jagamise kanaleid. Kolmandad ehk saavad aru, et laste kehvas õpiedukuses polnudki süüdi õpetajad. Ja kõik ju teevad praegu oma parima.Mind üllatab iga kord, kui näen, et sotsiaalmeedias räägivad inimesed igavuse peletamisest. Igavus?412  2Näiteks lapse huvikooli laulutund toimus video teel. Kõige suurem takistus oli, et koer hakkas kaasa ulguma ...Kuid mina saan seda kõike kodunt kaasa teha. Mida teevad ja tunnevad praegu need meditsiinitöötajad, kelle lapsed on päevad läbi üksi kodus? Tulevad töölt ja alustavad kohe uut tööpäeva?Tunnen, kuidas elu on nagu see laste toolimäng. Kuus last ja viis tooli. Keegi jääb alati kohast ilma. Kuidas ma praegu ka ei pingutaks, mingi asi jääb sellevõrra tegemata. Sest korraga tuleb teha ju seda, mida muidu tegid sama ajaga mitu inimest. Ja kuidas üldse on õige olla?Esimest korda kuulsin poes sellist reklaami, mis kutsus üles vähem ostma. Hästi. Ostke vähem. Aga varuge toitu, et harvem poes käia. Mida ma siis...?Hoolitsege vanainimeste eest, aga ärge neil külas käige. Värske õhk on kasulik, aga ärge kuhugi minge.Taevas, kui hea, et meil on oma õu! Saab lapse sinna saata, tomatid kasvama ja pesu kuivama panna.Kui ma selleni kunagi jõuan.Emme! Tule appi!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34271;34271;33933;GALERII  Eesti kõrgkool õpetab e-koolitusel Afganistani ämmaemandaid ning aitab elusid päästa;https://www.postimees.ee/7080089/eesti-korgkool-opetab-e-koolitusel-afganistani-ammaemandaid-ning-aitab-elusid-paasta;Tervis;7.10.2020, 10:41 ;7. oktoobril alustab Mondo koostöös Tallinna Tervishoiu Kõrgkooliga järjekordset e-lahendustel põhinevat täienduskoolitust Afganistanis. Järgneva seitsme kuu vältel tulevad Badakhstani provintsi keskusse Fayzabadi 30 ämmaemandust õppivat või juba praktiseerivat ämmaemandat, kes Tallinna Tervishoiukõrgkooli lektorite ja tudengitest mentorite abiga lahendavad e-õppes erinevaid terviseküsimusi.Ämmaemanduse teenuse kättesaadavus on Afganistanis piirkonniti äärmiselt ebaühtlane, linnade ja haiglate keskne. Selles valguses on määrava tähtsusega maapiirkondades toimetavate ämmaemandate ettevalmistus. Koolituse eesmärgiks on tõsta Afganistani ämmaemandate pädevusi kogukonna terviseedendajatena, aidata kohalikul elanikkonnal paremini toime tulla tervisekriisides ning neid ennetada. Koolitusel osalejad jaotuvad omakorda kaheks, kellest osa hakkab andma tervisekasvatuslikke loenguid koolitüdrukutele, teine pool pakub loodaval nõuandeliinil tervisekonsultatsioone kohalikule elanikkonnale. Koolitusele registreerunud 23-aastane Razma ootab selle algust väga. Juba väikese tüdrukuna tahtsin ma saada ämmaemandaks, sest olen lapsest saati näinud, kui palju probleeme toob kaasa ilma ämmaemanda toetuseta sünnitamine. Meie provintsis on kahjuks surmajuhtumid sünnitusel tavalised. Loodan sellelt koolituselt õppida, kuidas käituda pandeemia ja kriisi korral, et seegi vähene arstiabi, mis meie naistele kättesaadav on, ei katkeks täielikult. Tunnen, et kogukonna ämmaemandana on mul suur vastutus hoida naiste tervist, ütles ta. Tallinna Tervishoiu Kõrgkooli tervisehariduse keskuse juhataja Silja Mets-Oja sõnul on iga koolituse planeerimine suur au ja ühtlasi põnev väljakutse. Nelja aasta jooksul, korraldades ja planeerides erinevaid koolitusi Afganistani provintsides, oleme õppinud, kui oluline on märgata ja mõista Afganistani ämmaemandate muret oma kogukonna naiste tervise pärast. Sellest aspektist lähtuvalt püüame koolituse jooksul leida koos osalejatega parimaid lahendusi, kuidas on neil endil võimalik toetada kogukonna naiste tervist ning mida nad ämmaemandatena ise saavad teha. Usun, et enamik ämmaemandaid, kes on varasematel aastatel koolituse läbinud, on saanud juurde teadmisi ja enesekindlust naiste terviseprobleemide nõustamisel.Lisaks täna algavale e-koolitusele jätkab Mondo Ida-Afganistanis Nangarhari provintsis Fatima Zahra tütarlastekooli õppetöö toetamist. Tagasipöörduvate sõjapõgenike lastele mõeldud kooli on Eesti panustanud juba kaheksa aastat. Suurem osa koolis käivatest tüdrukutest ja nende perekondadest elab Farm Hada sisepõgenike laagris, kus Mondo analüüsis kevadel olukorda. Projekti vedava Riina Kuusik-Rajasaare sõnul ilmnes palju puudujääke. Analüüs tõi välja, et laagri elanikel puudub juurdepääs igasugusele arstiabile, terviseteadlikkus kehvades sanitaartingimustes on äärmiselt napp ja teismelised tüdrukud ei tea midagi naiseks kasvamisest või emadusest. Vajaduste kaardistamine tõi välja ka puhta joogivee puuduse, lapstööjõu kasutamise, koolihariduse piiramise tüdrukutele ja laialdase erivajadustega inimeste diskrimineerimise, ütles ta.   Sellest kooliaastast töötab Mondo toel Fatima Zahra kooli juures naistearst. Arst mõõdab iga koolipäeva alguses õpilaste kehatemperatuuri, võtab kolmel päeval nädalas vastu pagulaslaagris elavaid naisi, jälgib inimeste tervislikku seisundit ja suunab nad vajadusel haiglasse. Naistearst on korraldanud mitmeid Covid-19 pandeemia teadlikkuse seminare ja jaganud üle 50 hügieenipaki teismelistele tüdrukutele ja naistele.Mondo tegevusi Afganistanis rahastavad Eesti Välisministeerium arengukoostöö vahenditest ning eraannetajad. Järgneval kahel aastal on plaanis koolitada veel vähemalt 60 ämmaemandat kohalikeks tervisedendajateks Balkhi ja Baghlani provintsis.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3955;3955;3955;Poole miljardi Facebooki kasutaja, sealhulgas 87 000 eestlase isikuandmed lekkisid internetti;https://www.postimees.ee/7216762/poole-miljardi-facebooki-kasutaja-sealhulgas-87-000-eestlase-isikuandmed-lekkisid-internetti;Tehnika;3.04.2021, 22:33 ;Enam kui 500 miljoni Facebooki kasutaja isikuandmed – nimed, telefoninumbrid, asukohad, e-posti aadressid ja elulooline info – postitati üles vähetuntud häkkimisfoorumisse, teatas portaal Business Insider.Laupäeval avaldatud postituses on isikuandmeid enam kui 533 miljoni kasutaja kohta 106 riigist. Ameerika Ühendriikidest on andmefaili lekkinud 32 miljoni kasutaja info, Ühendkuningriigist 11 miljonil ja Eestist 87 533 inimesel. Eriti valusalt tabas leke meie põhjanaabreid – Soomes pääsesid plehku koguni 1,38 miljoni kasutaja andmed. Leedus langes ohvriks 220 000 kasutajat.Lekke valiidsusele taustakontrolli näol kinnitust leidnud Business Insiderile ütles Facebooki kõneisik, et põhjus, miks andmed lekkisid, paigati Facebooki poolt juba 2019. aasta augustis. Toonagi lekkisid miljonite kasutajate telefoninumbrid.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17343;17343;17341;Norra ravimiamet hoiatab, et koroonavaktsiin võib väga eakatele inimestele ohtlik olla;https://www.postimees.ee/7156688/norra-ravimiamet-hoiatab-et-koroonavaktsiin-voib-vaga-eakatele-inimestele-ohtlik-olla;Tervis;15.01.2021, 16:30 ;Norra ravimiameti teatel võib üle 80-aastaste inimeste koroonaviiruse vastane vaktsineerimine olla ohtlik, sest pärast esimest süsti on riigis lühikese aja jooksul surnud 23 inimest.Norra ravimiameti teatel näitavad 13 inimese lahkamistulemused, et koroonavaktsiini kõrvaltoimed võisid tekitada nõrkadele eakatele inimestele väga raskeid reaktsioone, kirjutab ERR. Kõige halvema tervisega inimeste jaoks võivad isegi suhteliselt kerged koroonavaktsiini kõrvaltoimed põhjustada tõsiseid tagajärgi. Neile, kellel on niikuinii alles jäänud väga lühike eluiga, võib vaktsiini kasu olla marginaalne või ebaoluline, teatas Norra rahvatervise instituut.Norras on esimese koroonavaktsiini süsti saanud 33 000 inimest ja peamiselt on vaktsineeritud vanemaid inimesi.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39434;39434;39095;Maria Jufereva-Skuratovski: surrogaatemaduse eetiline probleem;https://www.postimees.ee/7057150/maria-jufereva-skuratovski-surrogaatemaduse-eetiline-probleem;Arvamus;8.09.2020, 00:01 ;Raha ei tohiks olla põhjuseks, miks surrogaatemaks hakata, kirjutab Riigikogu liige Maria Jufereva-Skuratovski (KE).Surrogaatemaduse teema hakkas mind köitma juba palju aastaid tagasi, pärast filmi Saar vaatamist. Filmis klooniti inimesi selleks, et rikastel klientidel oleksid varuks terved organid ja võimalus saada lapsevanemateks. Pärast seda, kui kloonid olid oma ülesande täitnud, neist vabaneti.Reaalsus erineb fantaasiast, kuid üks jääb samaks: lapsesaamist surrogaatema abil võivad endale peamiselt lubada hästikindlustatud inimesed. Surrogaatemade rollis on aga enamasti vaesed, sotsiaalselt kaitsetud naised, kes on pandud väljapääsmatusse olukorda.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;257;257;Vastutustundetud reisijad soodustavad uute koroonatüvede levimist;https://www.postimees.ee/7233330/vastutustundetud-reisijad-soodustavad-uute-koroonatuvede-levimist;Koroonaviirus;25.04.2021, 22:16 ;Puudulik kontroll puhkusereisilt saabujate üle ja vastutustundetud reisijad soodustavad Eestis uute koroonatüvede levimist, teatas pühapäeval ETV uudistesaade AK Nädal.Sel nädalal teatas ravimiamet, et Lõuna-Aafrika Vabariigi (LAV) ning Brasiilia koroonatüved murravad kergemini antikehadest läbi ja võivad oluliselt vähendada koroonavaktsiinide tõhusust. Neid eksootilisi tüvesid tuuakse meile välismaalt, tihti just puhkusesihtkohtadest, kuhu pandeemia teise laine jooksul olnud on lubatud kogu aeg tellimuslende teha ning lennukid on reisijaid täis.Lõuna-Aafrika Vabariigi koroonatüve on terviseamet tuvastanud juhuvalimiga 45 nakatunult. Veel veebruari alguses oli Briti tüvi levinud Eestis samas ulatuses, ent üsna pea võttis see teiste tüvede üle võimust ja hakkas vohama ning valitsus pidi uued piirangud seadma, mida järgime siiani.Tartu Ülikooli meditsiinilise viroloogia kaasprofessor Kristi Huik ütles, et Briti tüvi on tänaseks võtnud enamuspopulatsiooni.Eestis levivatel viirustel ulatub see 90 protsendini. Teiseks me oleme nüüd detekteerinud rohkem nn LAV tüvesid, need enamasti on sisse toodud ja seotud nende lähikontaktsetega, ütles Huik.Kui Briti tüvel on võime paremini levida, siis LAVi tüve puhul kardetakse peamiselt selle paremat võimekust nakatada ka vaktsineerituid ja läbipõdenuid.Tartu Ülikooli rakendusviroloogia professor Andres Merits märkis, et LAVi tüvi on teadaolevatest viiruse variantidest kõige vähem tundlik immuunsusele, mis on saadud kas teist viirusetüve läbi põdedes või vaktsineerides. Selles osas tuleb ta teistest tüvedest väga selgelt esile, sõnas Merits.Brasiilia ja LAVi tüve levik vähendab oluliselt koroonavaktsiinide tõhusust.Nii on näiteks suure vaktsineerimiseduloo läbinud Iisraelis pärast vaktsineerimist haigeks jäänute seas just LAVi tüve osakaal suurim. Samasugused omadused antikehadest läbi murda on ka Brasiilia koroonatüvel, mida seni veel Eestis tuvastatud ei ole.Merits tõdeb, et kui inimesed riikide vahel liiguvad, on Brasiilia tüve leid Eestis vaid aja küsimus. Ka esimesed LAVi viirustüved toodi meile just puhkusereisidega.Inimesed reisivad sageli riikidesse, kus pildi järgi tundub, et koroonaviiruse juhtumeid on väga vähe. Tihti need riigid lihtsalt ei taha ega suuda seda kindlaks teha ja seal tavaliselt on viirust küll ja veel. Nii et kui viirust ei ole ja reisida lubatakse, siis tegelikult tõenäoliselt reaalselt on see seal olemas ja päris palju, sõnas Merits.Kristi Huik lisas, et kui veebruarist olid enamik viiruse juhtumeid Tansaaniast sisse toodud, siis nüüd on viirust toodud ka lähiriikidest – Rootsist, Soomest, Venemaalt.Praegu väljub iga nädal Tallinna lennujaamast kümmekond tellimuslendu puhkusepiirkondadesse nagu näiteks Egiptus, Türgi ja Kanaari saared. Eelmisel nädalal olid Eesti nakatumisjuhtudest 3,7 protsenti riiki sisse toodud.Erinevalt Eestist on piiril testimise kohustuslikuks muutnud enamik Euroopa riike. Tervise- ja tööminister Tanel Kiik (KE) ütles sel nädalal, et Eesti oma kodanikele piiril koroonatesti tegemist kohustuslikuks ei muuda.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
